E,U,D_enc,D_dec,D,tau_v
1,7.360777442714044,0.5240347240879489,0.6009447686915289,0.31491592605336166,9.19923123635556
0,1.9109854213673096,0.6132189720791531,0.44430350334686125,0.2724553376135288,55.597464407263516
1,4.8367010792836,0.48427378328684495,0.7392490050029481,0.35799891244381343,3.379055721311501
0,3.4361215732223624,0.7645570655774792,0.37285027906492973,0.2850653152616269,44.595304700972214
0,1.8689094693382382,0.6620574730911397,0.7327173717632002,0.4851010116395255,16.21012127875961
1,6.697794052526841,0.7234074326534592,0.8815977115439181,0.6377543371411507,1.7929043551189787
0,3.916249091571595,0.36179835042045616,0.6279333579266977,0.2271852530718571,180.67972647943137
0,3.2288152816918227,0.3905438971757136,0.4291643212032694,0.16760750653149456,14.75329906429125
1,3.826290561468202,0.6489320577645512,0.6906398882697288,0.4481783638691548,0.9086778884273966
1,6.464584254891429,0.620799769144885,0.8990356200036469,0.5581211053512926,6.743409229096339
0,4.760015966393729,0.2713785378849156,0.4295397445257413,0.11656786783285586,55.50830460510915
0,4.642207378984101,0.7603760839910523,0.69631362815882,0.5294602298090053,38.779635297377865
1,4.326570164067668,0.3538902274121499,0.6969118664898907,0.24663029891833327,0.9648372717055582
0,2.064341556850626,0.49609609948588734,0.5391092375437465,0.2674499899422633,2.824253411295696
0,6.833002515153629,0.2883205521347857,0.48977684181591025,0.14121272945519484,33.72433892601074
0,4.606460465495837,0.6819541753582734,0.32892054134737775,0.22430873653294786,35.48630682761964
0,3.0030931059234263,0.5306548721011634,0.4623858488705356,0.2453673034937819,92.81151760412291
0,6.235637258525098,0.3965235428594728,0.4326327954898427,0.17154908882483016,62.889113061467945
0,2.830183964685901,0.4946486152540887,0.3462968412033273,0.17129525296809092,49.0080005826473
1,4.776986552264031,0.5485298167306526,0.6159645936611076,0.33787494567349824,4.486674600976562
0,5.271593483339574,0.26447381388449875,0.7180221382778392,0.18989805336384308,6.135432546541233
1,7.1165024800930325,0.5702456042685045,0.29985426154719963,0.17099057456846903,0.07727696326951129
1,4.667018231747281,0.6673732240158836,0.5442525490508061,0.3632195783388993,1.360371760980212
0,6.4105340678949005,0.4549704258219607,0.49152909859191257,0.22363120329024697,21.63112004377528
0,4.076363935401117,0.5615814353409719,0.38434769429146876,0.2158425298301961,37.8312734249843
0,5.27548956844716,0.36325307974519705,0.5279699768666741,0.1917867201098198,0.9137304783322511
0,5.532538948173121,0.7642820277729676,0.26212782517794164,0.20033958576271518,29.443558980506342
1,6.306930254742387,0.4287358892705236,0.6850431801650367,0.29370259703676455,5.067257970926233
0,2.5441405638954944,0.8368272430950312,0.5551921281288447,0.4645998979701244,44.72658470780797
0,4.437631747357212,0.4543400465232721,0.5659833362472715,0.2571488953219821,32.96918989855284
0,5.3668714827048865,0.38486959044593144,0.4447866208971355,0.1711848446205103,6.215669483956523
0,5.523806543763335,0.573563071336266,0.5963049564593339,0.342018502279854,26.032793350251126
0,3.395251032901421,0.5250695743652066,0.8614173440489556,0.4523040381905919,18.032934780054717
0,5.568855858756104,0.6669029660195844,0.3761551201821321,0.2508589653329171,5.172679144541473
0,3.2058450871273103,0.5131499881008561,0.5112150514130503,0.2623299975495853,61.07633734544397
1,7.220447467602967,0.6380522403854403,0.37166042418641276,0.23713876631474373,7.678731585257034
0,2.8498501415748736,0.6074711740630873,0.5207506288881625,0.3163409959247831,11.277959536984469
0,4.159096635050492,0.6121709735533022,0.3142959672437958,0.19240286825151126,114.46685476317376
0,3.1555586082817486,0.28519840153946263,0.40273338901591205,0.1148589187939087,4.558805469118792
0,6.329781136311244,0.6919396422560287,0.30324831975458155,0.20982953388572695,21.91533249673946
0,2.165851761908119,0.6096733443742671,0.43546574083249834,0.2654918545737671,54.51041460299418
0,5.277982611114586,0.419009693318602,0.6224283555707346,0.26080351438049526,174.87643016855375
0,1.6852361954048023,0.36495067522727354,0.19400662000700014,0.07080284697011578,22.282582107742073
0,1.687182695983042,0.5484185855935811,0.605532706748377,0.33208539056559766,28.47076820195931
0,1.6358598824143422,0.5082789587597472,0.521351274777321,0.26499188309188354,127.31653060230018
0,2.7098740019609195,0.3098263309301764,0.3405114180555602,0.10549940329598564,57.85940959033978
1,6.471777673317729,0.5057699593313033,0.5189717814448106,0.26248033679543586,34.19913143450635
0,6.05605474915772,0.391525673173991,0.5960830384052054,0.23338181287919596,8.113092200264001
0,3.7718105005179634,0.49650172132669523,0.42132436752665225,0.20918827371386403,9.520858499490734
0,2.2164790242952783,0.5417901193518392,0.4320994003998834,0.234107185714511,40.5706861893147
1,6.584809538940292,0.8699379435963575,0.41670435025108177,0.36250692554508235,9.917443668371186
0,2.9387267061179587,0.4684573853247403,0.12711339091967594,0.059547206749992976,75.7164081371474
0,3.4284133916164925,0.4548297345022684,0.7632902849788683,0.34716711766509945,22.25341174417617
0,6.756364526357583,0.34055161912205434,0.5891482308691836,0.20063538392539434,9.098018246367165
0,3.7150354456825743,0.24381634832133042,0.2800774297902384,0.06828745617867973,4.59667692583358
0,4.461523566325869,0.5136871379292762,0.4628630708245168,0.2377668061050019,62.05756612648493
1,3.985104403013173,0.9,0.5325839470933722,0.479325552384035,30.129162554439446
0,6.362229420824279,0.6836950698779484,0.19990174488786128,0.13667183743983013,26.51469700146304
0,1.8001791301866208,0.22217429978132458,0.22823530228445005,0.05070801847042664,8.141682837375896
0,1.6453025146534954,0.416272033804781,0.4269003096699892,0.17770666013821723,21.987022884536284
0,4.242352797481586,0.5472173198197673,0.35493544881728556,0.1942268250108212,26.397785419149127
0,5.114512935295708,0.32735140144842645,0.7117179972491423,0.23298188383557406,9.615903977990772
1,6.753395326751253,0.45776856903365254,0.6363343350402182,0.2912938579783415,5.952972027488702
0,6.387502762546945,0.38900896183600053,0.38640164363881596,0.15031370224366003,68.00126066577796
0,3.0102479685076897,0.5514014743810913,0.3634071452612257,0.20038323569766328,9.50778629091172
0,5.367315822914351,0.5340649068047904,0.26045449880779215,0.1390996076326719,99.92094124173852
1,6.349262711361245,0.7676568583879265,0.6645195680828375,0.5101230039717729,19.563835553768644
0,2.8904176380621713,0.4473920239456129,0.8386836891064411,0.37522039311950384,9.790770907510423
1,6.2759411695536835,0.5879187993070231,0.5809856093842782,0.341572361883864,30.194361102613012
1,4.257065514787941,0.5528485127266471,0.7774168861885433,0.4297937692979173,8.834022276460164
1,5.383965555113361,0.4433790467517846,0.4490666264796492,0.19910673277658655,10.176469836699816
0,4.573730657906064,0.5297474658529108,0.5199030282493622,0.2754173117043539,58.48156175646609
0,1.5957929427612993,0.4866482897154831,0.4383987729676957,0.21334601307809548,40.99472360594825
0,2.4823179171360166,0.4832758273935978,0.2618598013454179,0.12655051215633,8.517387817189219
0,6.357155038462749,0.5443213509195084,0.20240357129724257,0.11017258535944811,0.27813841920590376
0,2.7837692120761695,0.37773058408716487,0.6029692907507813,0.22775994238191616,15.709679885073696
0,1.5897270838446698,0.7362445788402496,0.3141601822519547,0.23129873107046645,7.3142272082266615
1,5.605080976477268,0.41917062959970375,0.4205963127424463,0.1763016212195651,0.11889489485354744
0,2.8321159030800893,0.5425978266439881,0.6031157070221211,0.32724927184505526,102.7661577492296
0,6.142267246518962,0.4578909765203729,0.38378456408104555,0.1757314888205156,60.50622944167195
0,3.9708547352319528,0.6186989187642888,0.5528396622445984,0.3420413012807476,97.82854625556494
0,4.585469446402505,0.4152943967071413,0.5253288613285603,0.21816613253829392,130.90182602067986
0,6.5802727258227245,0.49330567035344325,0.19135903402050553,0.09439849655567283,11.759376410920225
1,5.0203219000231005,0.510971089906529,0.5697011588975187,0.2911008220828778,0.7846372211220807
0,2.064371294723135,0.606886831248624,0.4604852994688399,0.27946246423121796,75.89528352197672
1,4.09094429071936,0.6700972423221826,0.5412969971424368,0.3627216250624253,26.851952685484946
0,3.254141390755377,0.6204936643758009,0.7213061196341184,0.4475658773084639,8.544709399764365
0,4.48137836688278,0.6127232329380203,0.28265306493537645,0.17318809974704405,25.543244316676134
1,1.7204412936887754,0.4882849674053495,0.5743809989374287,0.28046160734441444,0.13134517549075542
1,7.269451892230196,0.5363227606821672,0.710041407069964,0.38081136763841356,8.149998248992505
0,2.260554312747295,0.38660431595377726,0.5027793539625952,0.19437666821439117,31.60222783767017
1,5.849901050801115,0.6759885981450472,0.5358508732941382,0.36222908065290377,20.87353994031462
0,4.542397495026622,0.42811302472344215,0.778304719527626,0.3332023876335023,23.097818139245522
0,3.9932127109185855,0.44422165526736934,0.39808506268392124,0.17683800548266598,17.228668911417092
0,2.831112010414329,0.5586605128000887,0.29771587498113794,0.16632210338568962,78.78207321949733
1,5.985159225996081,0.5861501930553866,0.7175922188522063,0.4206168176152639,3.5461246851217205
0,3.553252977892128,0.5350881628624817,0.47632553585892506,0.2548761559072394,1.1157088597325355
1,6.736370426894886,0.411709120578864,0.6287225377693673,0.2588508031131378,6.560209305825478
0,6.423278717465511,0.7350913582400602,0.3075709995287622,0.22609278379885073,73.76765489937723
0,2.748372520608526,0.3517866419901926,0.4126637039043491,0.1451695786677461,12.748505383911503
0,3.713084567521446,0.2790722370945709,0.3980789081748499,0.11109277144451964,10.51276357644413
0,5.852347953861804,0.4384108683824849,0.5546922220895883,0.2431830987713066,12.994430528981162
1,4.259858236052485,0.6061637696259329,0.7142064437656388,0.43292607024411145,12.198187157384755
0,1.7809061514413587,0.5324192363506403,0.4836514720531746,0.25750534741041425,12.589211726566468
0,1.9974887618687183,0.3471762359245615,0.3657886073103075,0.12699311183008008,42.71048782324996
0,1.9312331798861397,0.42563732827650325,0.48703989256032526,0.20730235863345203,21.752253378335375
0,6.292570275111295,0.5348421512410161,0.39096078974960274,0.20910230984056413,38.25796115300621
1,6.468522047123667,0.5354052520148903,0.6546724658924664,0.35051507658836567,13.891037439361881
