Deal_ID,Audit_Period_Month,Outstanding_Receivable_Value,Unpaid_Arrears,Receivable_Write_Down,Non_Performing_Default_Flag,Post_Default_Recovery,Audit_Rating
MRB-2026-001,1,527083.33,0.0,0.0,0,0.0,Settled
MRB-2026-001,2,504166.67,0.0,0.0,0,0.0,Settled
MRB-2026-001,3,481250.0,0.0,0.0,0,0.0,Settled
MRB-2026-001,4,458333.33,0.0,0.0,0,0.0,Settled
MRB-2026-001,5,435416.67,0.0,0.0,0,0.0,Settled
MRB-2026-001,6,412500.0,0.0,0.0,0,0.0,Settled
MRB-2026-001,7,389583.33,0.0,0.0,0,0.0,Settled
MRB-2026-001,8,366666.67,0.0,0.0,0,0.0,Settled
MRB-2026-001,9,343750.0,0.0,0.0,0,0.0,Settled
MRB-2026-001,10,320833.33,0.0,0.0,0,0.0,Settled
MRB-2026-001,11,297916.67,0.0,0.0,0,0.0,Settled
MRB-2026-001,12,275000.0,0.0,0.0,0,0.0,Settled
MRB-2026-001,13,252083.33,0.0,0.0,0,0.0,Settled
MRB-2026-001,14,229166.67,0.0,0.0,0,0.0,Settled
MRB-2026-001,15,206250.0,0.0,0.0,0,0.0,Settled
MRB-2026-001,16,183333.33,0.0,0.0,0,0.0,Settled
MRB-2026-001,17,160416.67,0.0,0.0,0,0.0,Settled
MRB-2026-001,18,137500.0,0.0,0.0,0,0.0,Settled
MRB-2026-001,19,114583.33,0.0,0.0,0,0.0,Settled
MRB-2026-001,20,91666.67,0.0,0.0,0,0.0,Settled
MRB-2026-001,21,68750.0,0.0,0.0,0,0.0,Settled
MRB-2026-001,22,45833.33,0.0,0.0,0,0.0,Settled
MRB-2026-001,23,22916.67,0.0,0.0,0,0.0,Settled
MRB-2026-001,24,0.0,0.0,0.0,0,0.0,Settled
MRB-2026-002,1,126500.0,0.0,0.0,0,0.0,Active
MRB-2026-002,2,121000.0,0.0,0.0,0,0.0,Active
MRB-2026-002,3,115500.0,0.0,0.0,0,0.0,Active
MRB-2026-002,4,110000.0,0.0,0.0,0,0.0,Active
MRB-2026-002,5,104500.0,0.0,0.0,0,0.0,Active
MRB-2026-002,6,99000.0,0.0,0.0,0,0.0,Active
MRB-2026-002,7,93500.0,0.0,0.0,0,0.0,Active
MRB-2026-002,8,88000.0,0.0,0.0,0,0.0,Active
MRB-2026-002,9,82500.0,0.0,0.0,0,0.0,Active
MRB-2026-002,10,77000.0,0.0,0.0,0,0.0,Active
MRB-2026-002,11,71500.0,0.0,0.0,0,0.0,Active
MRB-2026-002,12,66000.0,0.0,0.0,0,0.0,Active
MRB-2026-002,13,60500.0,0.0,0.0,0,0.0,Active
MRB-2026-002,14,55000.0,0.0,0.0,0,0.0,Active
MRB-2026-002,15,49500.0,0.0,0.0,0,0.0,Active
MRB-2026-002,16,44000.0,0.0,0.0,0,0.0,Active
MRB-2026-002,17,38500.0,0.0,0.0,0,0.0,Active
MRB-2026-002,18,33000.0,0.0,0.0,0,0.0,Active
MRB-2026-002,19,27500.0,0.0,0.0,0,0.0,Active
MRB-2026-002,20,22000.0,0.0,0.0,0,0.0,Active
MRB-2026-002,21,16500.0,0.0,0.0,0,0.0,Active
MRB-2026-002,22,11000.0,0.0,0.0,0,0.0,Active
MRB-2026-002,23,5500.0,0.0,0.0,0,0.0,Active
MRB-2026-002,24,0.0,0.0,0.0,0,0.0,Active
MRB-2026-003,1,132000.0,0.0,0.0,0,0.0,Defaulted
MRB-2026-003,2,132000.0,0.0,0.0,0,0.0,Defaulted
MRB-2026-003,3,132000.0,0.0,0.0,0,0.0,Defaulted
MRB-2026-003,4,132000.0,0.0,0.0,0,0.0,Defaulted
MRB-2026-003,5,132000.0,0.0,0.0,0,0.0,Defaulted
MRB-2026-003,6,132000.0,0.0,0.0,0,0.0,Defaulted
MRB-2026-003,7,132000.0,0.0,0.0,0,0.0,Defaulted
MRB-2026-003,8,132000.0,5500.0,0.0,1,0.0,Defaulted
MRB-2026-003,9,132000.0,11000.0,0.0,1,0.0,Defaulted
MRB-2026-003,10,132000.0,16500.0,0.0,1,0.0,Defaulted
MRB-2026-003,11,132000.0,22000.0,0.0,1,0.0,Defaulted
MRB-2026-003,12,132000.0,27500.0,0.0,1,0.0,Defaulted
MRB-2026-003,13,132000.0,33000.0,0.0,1,0.0,Defaulted
MRB-2026-003,14,132000.0,38500.0,0.0,1,0.0,Defaulted
MRB-2026-003,15,132000.0,44000.0,0.0,1,0.0,Defaulted
MRB-2026-003,16,132000.0,49500.0,0.0,1,0.0,Defaulted
MRB-2026-003,17,132000.0,55000.0,0.0,1,0.0,Defaulted
MRB-2026-003,18,132000.0,60500.0,0.0,1,0.0,Defaulted
MRB-2026-003,19,132000.0,66000.0,0.0,1,0.0,Defaulted
MRB-2026-003,20,132000.0,71500.0,0.0,1,0.0,Defaulted
MRB-2026-003,21,132000.0,77000.0,0.0,1,0.0,Defaulted
MRB-2026-003,22,132000.0,82500.0,0.0,1,0.0,Defaulted
MRB-2026-003,23,132000.0,88000.0,0.0,1,0.0,Defaulted
MRB-2026-003,24,132000.0,93500.0,0.0,1,0.0,Defaulted
MRB-2026-004,1,126500.0,0.0,0.0,0,0.0,Active
MRB-2026-004,2,121000.0,0.0,0.0,0,0.0,Active
MRB-2026-004,3,115500.0,0.0,0.0,0,0.0,Active
MRB-2026-004,4,110000.0,0.0,0.0,0,0.0,Active
MRB-2026-004,5,104500.0,0.0,0.0,0,0.0,Active
MRB-2026-004,6,99000.0,0.0,0.0,0,0.0,Active
MRB-2026-004,7,93500.0,0.0,0.0,0,0.0,Active
MRB-2026-004,8,88000.0,0.0,0.0,0,0.0,Active
MRB-2026-004,9,82500.0,0.0,0.0,0,0.0,Active
MRB-2026-004,10,77000.0,0.0,0.0,0,0.0,Active
MRB-2026-004,11,71500.0,0.0,0.0,0,0.0,Active
MRB-2026-004,12,66000.0,0.0,0.0,0,0.0,Active
MRB-2026-004,13,60500.0,0.0,0.0,0,0.0,Active
MRB-2026-004,14,55000.0,0.0,0.0,0,0.0,Active
MRB-2026-004,15,49500.0,0.0,0.0,0,0.0,Active
MRB-2026-004,16,44000.0,0.0,0.0,0,0.0,Active
MRB-2026-004,17,38500.0,0.0,0.0,0,0.0,Active
MRB-2026-004,18,33000.0,0.0,0.0,0,0.0,Active
MRB-2026-004,19,27500.0,0.0,0.0,0,0.0,Active
MRB-2026-004,20,22000.0,0.0,0.0,0,0.0,Active
MRB-2026-004,21,16500.0,0.0,0.0,0,0.0,Active
MRB-2026-004,22,11000.0,0.0,0.0,0,0.0,Active
MRB-2026-004,23,5500.0,0.0,0.0,0,0.0,Active
MRB-2026-004,24,0.0,0.0,0.0,0,0.0,Active
MRB-2026-005,1,263541.67,0.0,0.0,0,0.0,Active
MRB-2026-005,2,252083.33,0.0,0.0,0,0.0,Active
MRB-2026-005,3,240625.0,0.0,0.0,0,0.0,Active
MRB-2026-005,4,229166.67,0.0,0.0,0,0.0,Active
MRB-2026-005,5,217708.33,0.0,0.0,0,0.0,Active
MRB-2026-005,6,206250.0,0.0,0.0,0,0.0,Active
MRB-2026-005,7,194791.67,0.0,0.0,0,0.0,Active
MRB-2026-005,8,183333.33,0.0,0.0,0,0.0,Active
MRB-2026-005,9,171875.0,0.0,0.0,0,0.0,Active
MRB-2026-005,10,160416.67,0.0,0.0,0,0.0,Active
MRB-2026-005,11,148958.33,0.0,0.0,0,0.0,Active
MRB-2026-005,12,137500.0,0.0,0.0,0,0.0,Active
MRB-2026-005,13,126041.67,0.0,0.0,0,0.0,Active
MRB-2026-005,14,114583.33,0.0,0.0,0,0.0,Active
MRB-2026-005,15,103125.0,0.0,0.0,0,0.0,Active
MRB-2026-005,16,91666.67,0.0,0.0,0,0.0,Active
MRB-2026-005,17,80208.33,0.0,0.0,0,0.0,Active
MRB-2026-005,18,68750.0,0.0,0.0,0,0.0,Active
MRB-2026-005,19,57291.67,0.0,0.0,0,0.0,Active
MRB-2026-005,20,45833.33,0.0,0.0,0,0.0,Active
MRB-2026-005,21,34375.0,0.0,0.0,0,0.0,Active
MRB-2026-005,22,22916.67,0.0,0.0,0,0.0,Active
MRB-2026-005,23,11458.33,0.0,0.0,0,0.0,Active
MRB-2026-005,24,0.0,0.0,0.0,0,0.0,Active
MRB-2026-006,1,126500.0,0.0,0.0,0,0.0,Active
MRB-2026-006,2,121000.0,0.0,0.0,0,0.0,Active
MRB-2026-006,3,115500.0,0.0,0.0,0,0.0,Active
MRB-2026-006,4,110000.0,0.0,0.0,0,0.0,Active
MRB-2026-006,5,104500.0,0.0,0.0,0,0.0,Active
MRB-2026-006,6,99000.0,0.0,0.0,0,0.0,Active
MRB-2026-006,7,93500.0,0.0,0.0,0,0.0,Active
MRB-2026-006,8,88000.0,0.0,0.0,0,0.0,Active
MRB-2026-006,9,82500.0,0.0,0.0,0,0.0,Active
MRB-2026-006,10,77000.0,0.0,0.0,0,0.0,Active
MRB-2026-006,11,71500.0,0.0,0.0,0,0.0,Active
MRB-2026-006,12,66000.0,0.0,0.0,0,0.0,Active
MRB-2026-006,13,60500.0,0.0,0.0,0,0.0,Active
MRB-2026-006,14,55000.0,0.0,0.0,0,0.0,Active
MRB-2026-006,15,49500.0,0.0,0.0,0,0.0,Active
MRB-2026-006,16,44000.0,0.0,0.0,0,0.0,Active
MRB-2026-006,17,38500.0,0.0,0.0,0,0.0,Active
MRB-2026-006,18,33000.0,0.0,0.0,0,0.0,Active
MRB-2026-006,19,27500.0,0.0,0.0,0,0.0,Active
MRB-2026-006,20,22000.0,0.0,0.0,0,0.0,Active
MRB-2026-006,21,16500.0,0.0,0.0,0,0.0,Active
MRB-2026-006,22,11000.0,0.0,0.0,0,0.0,Active
MRB-2026-006,23,5500.0,0.0,0.0,0,0.0,Active
MRB-2026-006,24,0.0,0.0,0.0,0,0.0,Active
MRB-2026-007,1,132000.0,0.0,0.0,0,0.0,Write-off
MRB-2026-007,2,132000.0,0.0,0.0,0,0.0,Write-off
MRB-2026-007,3,132000.0,0.0,0.0,0,0.0,Write-off
MRB-2026-007,4,132000.0,0.0,0.0,0,0.0,Write-off
MRB-2026-007,5,132000.0,0.0,0.0,0,0.0,Write-off
MRB-2026-007,6,132000.0,0.0,0.0,0,0.0,Write-off
MRB-2026-007,7,132000.0,0.0,0.0,0,0.0,Write-off
MRB-2026-007,8,132000.0,0.0,0.0,0,0.0,Write-off
MRB-2026-007,9,132000.0,0.0,0.0,0,0.0,Write-off
MRB-2026-007,10,132000.0,0.0,0.0,0,0.0,Write-off
MRB-2026-007,11,132000.0,0.0,0.0,0,0.0,Write-off
MRB-2026-007,12,0.0,0.0,132000.0,1,0.0,Write-off
MRB-2026-007,13,0.0,0.0,132000.0,1,0.0,Write-off
MRB-2026-007,14,0.0,0.0,132000.0,1,0.0,Write-off
MRB-2026-007,15,0.0,0.0,132000.0,1,0.0,Write-off
MRB-2026-007,16,0.0,0.0,132000.0,1,0.0,Write-off
MRB-2026-007,17,0.0,0.0,132000.0,1,0.0,Write-off
MRB-2026-007,18,0.0,0.0,132000.0,1,0.0,Write-off
MRB-2026-007,19,0.0,0.0,132000.0,1,0.0,Write-off
MRB-2026-007,20,0.0,0.0,0.0,1,39600.0,Write-off
MRB-2026-007,21,0.0,0.0,0.0,1,39600.0,Write-off
MRB-2026-007,22,0.0,0.0,0.0,1,39600.0,Write-off
MRB-2026-007,23,0.0,0.0,0.0,1,39600.0,Write-off
MRB-2026-007,24,0.0,0.0,0.0,1,39600.0,Write-off
MRB-2026-008,1,126500.0,0.0,0.0,0,0.0,Active
MRB-2026-008,2,121000.0,0.0,0.0,0,0.0,Active
MRB-2026-008,3,115500.0,0.0,0.0,0,0.0,Active
MRB-2026-008,4,110000.0,0.0,0.0,0,0.0,Active
MRB-2026-008,5,104500.0,0.0,0.0,0,0.0,Active
MRB-2026-008,6,99000.0,0.0,0.0,0,0.0,Active
MRB-2026-008,7,93500.0,0.0,0.0,0,0.0,Active
MRB-2026-008,8,88000.0,0.0,0.0,0,0.0,Active
MRB-2026-008,9,82500.0,0.0,0.0,0,0.0,Active
MRB-2026-008,10,77000.0,0.0,0.0,0,0.0,Active
MRB-2026-008,11,71500.0,0.0,0.0,0,0.0,Active
MRB-2026-008,12,66000.0,0.0,0.0,0,0.0,Active
MRB-2026-008,13,60500.0,0.0,0.0,0,0.0,Active
MRB-2026-008,14,55000.0,0.0,0.0,0,0.0,Active
MRB-2026-008,15,49500.0,0.0,0.0,0,0.0,Active
MRB-2026-008,16,44000.0,0.0,0.0,0,0.0,Active
MRB-2026-008,17,38500.0,0.0,0.0,0,0.0,Active
MRB-2026-008,18,33000.0,0.0,0.0,0,0.0,Active
MRB-2026-008,19,27500.0,0.0,0.0,0,0.0,Active
MRB-2026-008,20,22000.0,0.0,0.0,0,0.0,Active
MRB-2026-008,21,16500.0,0.0,0.0,0,0.0,Active
MRB-2026-008,22,11000.0,0.0,0.0,0,0.0,Active
MRB-2026-008,23,5500.0,0.0,0.0,0,0.0,Active
MRB-2026-008,24,0.0,0.0,0.0,0,0.0,Active
MRB-2026-009,1,263541.67,0.0,0.0,0,0.0,Active
MRB-2026-009,2,252083.33,0.0,0.0,0,0.0,Active
MRB-2026-009,3,240625.0,0.0,0.0,0,0.0,Active
MRB-2026-009,4,229166.67,0.0,0.0,0,0.0,Active
MRB-2026-009,5,217708.33,0.0,0.0,0,0.0,Active
MRB-2026-009,6,206250.0,0.0,0.0,0,0.0,Active
MRB-2026-009,7,194791.67,0.0,0.0,0,0.0,Active
MRB-2026-009,8,183333.33,0.0,0.0,0,0.0,Active
MRB-2026-009,9,171875.0,0.0,0.0,0,0.0,Active
MRB-2026-009,10,160416.67,0.0,0.0,0,0.0,Active
MRB-2026-009,11,148958.33,0.0,0.0,0,0.0,Active
MRB-2026-009,12,137500.0,0.0,0.0,0,0.0,Active
MRB-2026-009,13,126041.67,0.0,0.0,0,0.0,Active
MRB-2026-009,14,114583.33,0.0,0.0,0,0.0,Active
MRB-2026-009,15,103125.0,0.0,0.0,0,0.0,Active
MRB-2026-009,16,91666.67,0.0,0.0,0,0.0,Active
MRB-2026-009,17,80208.33,0.0,0.0,0,0.0,Active
MRB-2026-009,18,68750.0,0.0,0.0,0,0.0,Active
MRB-2026-009,19,57291.67,0.0,0.0,0,0.0,Active
MRB-2026-009,20,45833.33,0.0,0.0,0,0.0,Active
MRB-2026-009,21,34375.0,0.0,0.0,0,0.0,Active
MRB-2026-009,22,22916.67,0.0,0.0,0,0.0,Active
MRB-2026-009,23,11458.33,0.0,0.0,0,0.0,Active
MRB-2026-009,24,0.0,0.0,0.0,0,0.0,Active
MRB-2026-010,1,527083.33,0.0,0.0,0,0.0,Active
MRB-2026-010,2,504166.67,0.0,0.0,0,0.0,Active
MRB-2026-010,3,481250.0,0.0,0.0,0,0.0,Active
MRB-2026-010,4,458333.33,0.0,0.0,0,0.0,Active
MRB-2026-010,5,435416.67,0.0,0.0,0,0.0,Active
MRB-2026-010,6,412500.0,0.0,0.0,0,0.0,Active
MRB-2026-010,7,389583.33,0.0,0.0,0,0.0,Active
MRB-2026-010,8,366666.67,0.0,0.0,0,0.0,Active
MRB-2026-010,9,343750.0,0.0,0.0,0,0.0,Active
MRB-2026-010,10,320833.33,0.0,0.0,0,0.0,Active
MRB-2026-010,11,297916.67,0.0,0.0,0,0.0,Active
MRB-2026-010,12,275000.0,0.0,0.0,0,0.0,Active
MRB-2026-010,13,252083.33,0.0,0.0,0,0.0,Active
MRB-2026-010,14,229166.67,0.0,0.0,0,0.0,Active
MRB-2026-010,15,206250.0,0.0,0.0,0,0.0,Active
MRB-2026-010,16,183333.33,0.0,0.0,0,0.0,Active
MRB-2026-010,17,160416.67,0.0,0.0,0,0.0,Active
MRB-2026-010,18,137500.0,0.0,0.0,0,0.0,Active
MRB-2026-010,19,114583.33,0.0,0.0,0,0.0,Active
MRB-2026-010,20,91666.67,0.0,0.0,0,0.0,Active
MRB-2026-010,21,68750.0,0.0,0.0,0,0.0,Active
